iter	Logloss
671	0.02574054551
672	0.02567576503
673	0.02564602678
674	0.02560041716
675	0.02557687384
676	0.02552511275
677	0.02548283219
678	0.02544558879
679	0.02539228808
680	0.02536444754
681	0.02532965094
682	0.02527760195
683	0.02525133803
684	0.02520091751
685	0.02514561321
686	0.02509525031
687	0.02505572912
688	0.02503696219
689	0.02500019844
690	0.0249722875
691	0.02489381956
692	0.02487293499
693	0.02480465469
694	0.02477486679
695	0.02473219638
696	0.02467946141
697	0.0246436661
698	0.02460673933
699	0.02458470326
700	0.0245647881
701	0.02453777683
702	0.02450381558
703	0.02447091908
704	0.02443881108
705	0.02439907931
706	0.02435763375
707	0.0243006323
708	0.02426932626
709	0.02420742377
710	0.02416811646
711	0.02414072664
712	0.02412346137
713	0.02408749554
714	0.02402417459
715	0.02397237112
716	0.02392227941
717	0.02386844377
718	0.02383711136
719	0.02378711795
720	0.02376262087
721	0.02372191025
722	0.02369079588
723	0.02367011624
724	0.02363641633
725	0.02361954405
726	0.02357474765
727	0.02355762017
728	0.02352276817
729	0.02349490019
730	0.02344839864
731	0.02340482961
732	0.02333493578
733	0.02329032341
734	0.02324450262
735	0.0232286036
736	0.02320557067
737	0.02315758767
738	0.02313921199
739	0.02310977079
740	0.02307444814
741	0.0230583534
742	0.02304649208
743	0.02300367368
744	0.0229388646
745	0.02290816137
746	0.02289885589
747	0.02287971256
748	0.02284808462
749	0.02281316381
750	0.02276392856
751	0.02272173317
752	0.02268449686
753	0.02264699595
754	0.02261982965
755	0.02258894433
756	0.02255351232
757	0.02254185611
758	0.02251819752
759	0.02245737051
760	0.0223852226
761	0.0223667968
762	0.02233989923
763	0.02232612083
764	0.0223071688
765	0.02227824546
766	0.02226771134
767	0.02222203202
768	0.02218687478
769	0.02215589093
770	0.02214133717
771	0.02209565439
772	0.02207180252
773	0.02204174078
774	0.02201925698
775	0.02197894507
776	0.02194511733
777	0.02189936974
778	0.02186680193
779	0.02182282449
780	0.02178826962
781	0.02178469236
782	0.02174659219
783	0.02170986123
784	0.02167415236
785	0.02166416989
786	0.02162781005
787	0.02159757164
788	0.02155833672
789	0.02153449854
790	0.02151688387
791	0.02148774769
792	0.02147340749
793	0.02146560871
794	0.02140896359
795	0.02137442633
796	0.02136525638
797	0.02133881649
798	0.02132236236
799	0.02129942074
800	0.02124725268
801	0.02120240218
802	0.02116940213
803	0.02115491983
804	0.02113576197
805	0.02110192569
806	0.02107957937
807	0.0210700471
808	0.02103615425
809	0.02100486941
810	0.02097972087
811	0.02096441102
812	0.0209550815
813	0.02093092793
814	0.02089048714
815	0.02085548631
816	0.02084136415
817	0.02080226343
818	0.02078332236
819	0.02076448687
820	0.02074418209
821	0.02068981676
822	0.02066136189
823	0.02064905542
824	0.02062304598
825	0.02060344836
826	0.02057536682
827	0.02054684469
828	0.02053451121
829	0.02048236371
830	0.02045446957
831	0.02042666917
832	0.02039712886
833	0.0203358699
834	0.02030831943
835	0.02027896819
836	0.02027225972
837	0.02024161889
838	0.02021978871
839	0.02016924624
840	0.02015000066
841	0.02013700396
842	0.02009805229
843	0.02006972087
844	0.0200664089
845	0.02003747822
846	0.0200153654
847	0.01998045566
848	0.01996621863
849	0.01994024896
850	0.01989429088
851	0.0198683434
852	0.01983127984
853	0.01982322206
854	0.01979021749
855	0.01977063363
856	0.01974988415
857	0.01972509707
858	0.01968607127
859	0.01966092223
860	0.01962925548
861	0.01958827181
862	0.0195445193
863	0.01951209977
864	0.01949654578
865	0.01948046687
866	0.01947023098
867	0.01944677432
868	0.01942059469
869	0.01939391178
870	0.01937301588
871	0.01933778973
872	0.01930457414
873	0.01928828836
874	0.01927074295
875	0.01925112522
876	0.01921706138
877	0.01919394441
878	0.01918642258
879	0.01917147526
880	0.01916037935
881	0.01913678971
882	0.01911480182
883	0.01907391555
884	0.01904750607
885	0.01899853029
886	0.01898283332
887	0.01895428286
888	0.01892479208
889	0.018904616
890	0.01886149988
891	0.01882517345
892	0.0188011266
893	0.01878509935
894	0.0187780374
895	0.018749749
896	0.01872564593
897	0.01870184645
898	0.01867248277
899	0.01864546501
900	0.01859307918
901	0.01855538333
902	0.01853798756
903	0.0185063232
904	0.01849614626
905	0.01847695924
906	0.01844447703
907	0.01842666415
908	0.01838701758
909	0.01837956719
910	0.01834133707
911	0.0183165034
912	0.01830796985
913	0.01829059264
914	0.01827939336
915	0.01826621866
916	0.01825874156
917	0.0182315386
918	0.01822076954
919	0.01820744451
920	0.01817548459
921	0.0181510212
922	0.01811362679
923	0.01809797607
924	0.01809132139
925	0.01806534973
926	0.0180463487
927	0.01803130244
928	0.01800887443
929	0.01798831521
930	0.01797394452
931	0.01794870503
932	0.01793822761
933	0.01790328084
934	0.0178891447
935	0.01787597915
936	0.01785573755
937	0.01782464346
938	0.01778798908
939	0.01775779968
940	0.01775304208
941	0.01773230604
942	0.01770096471
943	0.01767839494
944	0.01766689049
945	0.01764238769
946	0.01760509482
947	0.01756779621
948	0.01755789236
949	0.01753616786
950	0.01750911141
951	0.01747444859
952	0.01741040397
953	0.01738892695
954	0.01736441748
955	0.01734981025
956	0.0173176018
957	0.01729957399
958	0.01727800892
959	0.01725363888
960	0.01721845611
961	0.01721500005
962	0.01719418804
963	0.01718086995
964	0.01717625383
965	0.01714707115
966	0.0171058905
967	0.01708383435
968	0.01706044182
969	0.01704054255
970	0.01699639832
971	0.01698524093
972	0.01697326241
973	0.01696367719
974	0.01692078977
975	0.01689175777
976	0.01687137138
977	0.01684649858
978	0.01682369598
979	0.01680254602
980	0.0167829528
981	0.01677346584
982	0.01675370105
983	0.0167253971
984	0.01670474896
985	0.01668071141
986	0.01664852948
987	0.01662488115
988	0.01661844486
989	0.01659524573
990	0.01657577309
991	0.0165658915
992	0.0165616621
993	0.01651958751
994	0.0164977188
995	0.0164752683
996	0.01644962134
997	0.01642577703
998	0.01639504731
999	0.01634932162
